"analysis_date","source_task","artifact_group","description","artifact_role","original_name","normalized_name","source_last_write_time","migration_time","source_path","target_path","source_sha256","target_sha256","sync_class","hash_note"
"2026-08-29","2026-08-29/c1-formal-mmwave-task-dynamics-alertness","2026-08-29_FORMAL毫米波任务动态警觉度_v1","formal mmWave task-dynamics/alertness 报告索引、来源证明和图表","figure","C1_Figure02_ProbePrePost_Descriptive_v1.png","2026-08-29_C1_Figure02_ProbePrePost_Descriptive_v1.png","2026-08-29T16:10:46.5742317+08:00","2026-08-29T18:24:21.6508127+08:00","C:\Users\550ACW\Documents\Codex\2026-08-29\c1-formal-mmwave-task-dynamics-alertness\outputs\2026-08-29_C1_Figure02_ProbePrePost_Descriptive_v1.png","D:\Project\厚粲杯\08_算法\output\40_正式实验\2026-08-29_FORMAL毫米波任务动态警觉度_v1\figures\2026-08-29_C1_Figure02_ProbePrePost_Descriptive_v1.png","310CAC64C8C7B0849C4C6252ACEF325E6EA478AFEEB0C646FFC328A8A51D1747","310CAC64C8C7B0849C4C6252ACEF325E6EA478AFEEB0C646FFC328A8A51D1747","local_generated_output_not_auto_committed","source hash equals target hash; target retained after verified migration"
"2026-08-29","2026-08-29/c1-formal-mmwave-task-dynamics-alertness","2026-08-29_FORMAL毫米波任务动态警觉度_v1","formal mmWave task-dynamics/alertness 报告索引、来源证明和图表","figure","C1_Figure03_HRPrePost_EventModel_v1.png","2026-08-29_C1_Figure03_HRPrePost_EventModel_v1.png","2026-08-29T16:10:46.7916205+08:00","2026-08-29T18:24:21.6618131+08:00","C:\Users\550ACW\Documents\Codex\2026-08-29\c1-formal-mmwave-task-dynamics-alertness\outputs\2026-08-29_C1_Figure03_HRPrePost_EventModel_v1.png","D:\Project\厚粲杯\08_算法\output\40_正式实验\2026-08-29_FORMAL毫米波任务动态警觉度_v1\figures\2026-08-29_C1_Figure03_HRPrePost_EventModel_v1.png","D662ED746B7FD1792300D5A38399BEB30727375BBCA29405B219D4664CF4F2AF","D662ED746B7FD1792300D5A38399BEB30727375BBCA29405B219D4664CF4F2AF","local_generated_output_not_auto_committed","source hash equals target hash; target retained after verified migration"
"2026-08-29","2026-08-29/c1-formal-mmwave-task-dynamics-alertness","2026-08-29_FORMAL毫米波任务动态警觉度_v1","formal mmWave task-dynamics/alertness 报告索引、来源证明和图表","figure","C1_Figure04_Alertness_DistributionAndHR_v1.png","2026-08-29_C1_Figure04_Alertness_DistributionAndHR_v1.png","2026-08-29T16:10:47.1532157+08:00","2026-08-29T18:24:21.6738142+08:00","C:\Users\550ACW\Documents\Codex\2026-08-29\c1-formal-mmwave-task-dynamics-alertness\outputs\2026-08-29_C1_Figure04_Alertness_DistributionAndHR_v1.png","D:\Project\厚粲杯\08_算法\output\40_正式实验\2026-08-29_FORMAL毫米波任务动态警觉度_v1\figures\2026-08-29_C1_Figure04_Alertness_DistributionAndHR_v1.png","EA8255E2D111C3DD6A7F6E8B5AAFD87EF8E7DFC62CE425F7E1942DB78E9C5D73","EA8255E2D111C3DD6A7F6E8B5AAFD87EF8E7DFC62CE425F7E1942DB78E9C5D73","local_generated_output_not_auto_committed","source hash equals target hash; target retained after verified migration"
"2026-08-29","2026-08-29/c1-formal-mmwave-task-dynamics-alertness","2026-08-29_FORMAL毫米波任务动态警觉度_v1","formal mmWave task-dynamics/alertness 报告索引、来源证明和图表","figure","C1_Figure05_HRBR_QualityGatedSensitivity_Status_v1.png","2026-08-29_C1_Figure05_HRBR_QualityGatedSensitivity_Status_v1.png","2026-08-29T16:10:47.3042135+08:00","2026-08-29T18:24:21.6858141+08:00","C:\Users\550ACW\Documents\Codex\2026-08-29\c1-formal-mmwave-task-dynamics-alertness\outputs\2026-08-29_C1_Figure05_HRBR_QualityGatedSensitivity_Status_v1.png","D:\Project\厚粲杯\08_算法\output\40_正式实验\2026-08-29_FORMAL毫米波任务动态警觉度_v1\figures\2026-08-29_C1_Figure05_HRBR_QualityGatedSensitivity_Status_v1.png","0F04B7390F0F5CEE5488C0952F529F0BDD7B6D39D9CA5C61D898AA22B7D8370B","0F04B7390F0F5CEE5488C0952F529F0BDD7B6D39D9CA5C61D898AA22B7D8370B","local_generated_output_not_auto_committed","source hash equals target hash; target retained after verified migration"
"2026-08-29","2026-08-29/c1-formal-mmwave-task-dynamics-alertness","2026-08-29_FORMAL毫米波任务动态警觉度_v1","formal mmWave task-dynamics/alertness 报告索引、来源证明和图表","report","FORMAL_TASK_ALERTNESS_FIGURE_INDEX.md","2026-08-29_FORMAL_TASK_ALERTNESS_FIGURE_INDEX.md","2026-08-29T16:10:47.3072152+08:00","2026-08-29T18:24:21.6078142+08:00","C:\Users\550ACW\Documents\Codex\2026-08-29\c1-formal-mmwave-task-dynamics-alertness\outputs\FORMAL_TASK_ALERTNESS_FIGURE_INDEX.md","D:\Project\厚粲杯\08_算法\docs\results\2026-08-29_FORMAL毫米波任务动态警觉度_v1\2026-08-29_FORMAL_TASK_ALERTNESS_FIGURE_INDEX.md","2DB96F9BA344C98E0AAAC6151E5B791723CA504B22926F4BBEE1E723B5291845","2DB96F9BA344C98E0AAAC6151E5B791723CA504B22926F4BBEE1E723B5291845","github_candidate_report","source hash equals target hash; target retained after verified migration"
"2026-08-29","2026-08-29/c1-formal-mmwave-task-dynamics-alertness","2026-08-29_FORMAL毫米波任务动态警觉度_v1","formal mmWave task-dynamics/alertness 报告索引、来源证明和图表","result_table","FIGURE_SOURCE_PROVENANCE.csv","2026-08-29_FIGURE_SOURCE_PROVENANCE.csv","2026-08-29T16:10:47.3072152+08:00","2026-08-29T18:24:21.5948132+08:00","C:\Users\550ACW\Documents\Codex\2026-08-29\c1-formal-mmwave-task-dynamics-alertness\outputs\FIGURE_SOURCE_PROVENANCE.csv","D:\Project\厚粲杯\08_算法\output\40_正式实验\2026-08-29_FORMAL毫米波任务动态警觉度_v1\2026-08-29_FIGURE_SOURCE_PROVENANCE.csv","493397E9A6DFA60F8EBB4BE71214567064372A8CC8507FFE0F74E54B0DDD6C89","493397E9A6DFA60F8EBB4BE71214567064372A8CC8507FFE0F74E54B0DDD6C89","local_generated_output_not_auto_committed","source hash equals target hash; target retained after verified migration"
"2026-08-29","2026-08-29/c2-br-pipeline-br-datacube-target","2026-08-29_BR管线与极端距离审计_v1","BR pipeline 代码追踪、极端距离 target 前端审计和诊断图","figure","session_056_reference_0.30_0.60.png","2026-08-29_session_056_reference_0.30_0.60.png","2026-08-29T17:05:26.7259354+08:00","2026-08-29T18:24:21.8077198+08:00","C:\Users\550ACW\Documents\Codex\2026-08-29\c2-br-pipeline-br-datacube-target\outputs\2026-08-29_session_056_reference_0.30_0.60.png","D:\Project\厚粲杯\08_算法\output\40_正式实验\2026-08-29_BR管线与极端距离审计_v1\figures\2026-08-29_session_056_reference_0.30_0.60.png","484B79FF4612CDC108E4EBEA58080C6E81B10F94B0D19E1960135AC0427E0070","484B79FF4612CDC108E4EBEA58080C6E81B10F94B0D19E1960135AC0427E0070","local_generated_output_not_auto_committed","source hash equals target hash; target retained after verified migration"
"2026-08-29","2026-08-29/c2-br-pipeline-br-datacube-target","2026-08-29_BR管线与极端距离审计_v1","BR pipeline 代码追踪、极端距离 target 前端审计和诊断图","figure","session_057_far_gt_1.50.png","2026-08-29_session_057_far_gt_1.50.png","2026-08-29T17:05:58.4766614+08:00","2026-08-29T18:24:21.8233015+08:00","C:\Users\550ACW\Documents\Codex\2026-08-29\c2-br-pipeline-br-datacube-target\outputs\2026-08-29_session_057_far_gt_1.50.png","D:\Project\厚粲杯\08_算法\output\40_正式实验\2026-08-29_BR管线与极端距离审计_v1\figures\2026-08-29_session_057_far_gt_1.50.png","DDEB92EA925B6BDD46A3956E7D9690AB11DD60B6CCB180FC59B5D3542426A8A1","DDEB92EA925B6BDD46A3956E7D9690AB11DD60B6CCB180FC59B5D3542426A8A1","local_generated_output_not_auto_committed","source hash equals target hash; target retained after verified migration"
"2026-08-29","2026-08-29/c2-br-pipeline-br-datacube-target","2026-08-29_BR管线与极端距离审计_v1","BR pipeline 代码追踪、极端距离 target 前端审计和诊断图","figure","session_058_near_lt_0.30.png","2026-08-29_session_058_near_lt_0.30.png","2026-08-29T17:06:33.0791058+08:00","2026-08-29T18:24:21.8438121+08:00","C:\Users\550ACW\Documents\Codex\2026-08-29\c2-br-pipeline-br-datacube-target\outputs\2026-08-29_session_058_near_lt_0.30.png","D:\Project\厚粲杯\08_算法\output\40_正式实验\2026-08-29_BR管线与极端距离审计_v1\figures\2026-08-29_session_058_near_lt_0.30.png","897B88A1F2D0AC2A12BF6689F55FB3974CD494F9566667F0277EA21C9AAE5816","897B88A1F2D0AC2A12BF6689F55FB3974CD494F9566667F0277EA21C9AAE5816","local_generated_output_not_auto_committed","source hash equals target hash; target retained after verified migration"
"2026-08-29","2026-08-29/c2-br-pipeline-br-datacube-target","2026-08-29_BR管线与极端距离审计_v1","BR pipeline 代码追踪、极端距离 target 前端审计和诊断图","figure","session_059_far_gt_1.50.png","2026-08-29_session_059_far_gt_1.50.png","2026-08-29T17:07:08.9893378+08:00","2026-08-29T18:24:21.8623313+08:00","C:\Users\550ACW\Documents\Codex\2026-08-29\c2-br-pipeline-br-datacube-target\outputs\2026-08-29_session_059_far_gt_1.50.png","D:\Project\厚粲杯\08_算法\output\40_正式实验\2026-08-29_BR管线与极端距离审计_v1\figures\2026-08-29_session_059_far_gt_1.50.png","25C8AFDF8182B65DC2D4F58E87578C3D72E8310B0228F1EDF3EAD10388C27B07","25C8AFDF8182B65DC2D4F58E87578C3D72E8310B0228F1EDF3EAD10388C27B07","local_generated_output_not_auto_committed","source hash equals target hash; target retained after verified migration"
"2026-08-29","2026-08-29/c2-br-pipeline-br-datacube-target","2026-08-29_BR管线与极端距离审计_v1","BR pipeline 代码追踪、极端距离 target 前端审计和诊断图","figure","session_064_far_gt_1.50.png","2026-08-29_session_064_far_gt_1.50.png","2026-08-29T17:08:06.1372396+08:00","2026-08-29T18:24:21.8853312+08:00","C:\Users\550ACW\Documents\Codex\2026-08-29\c2-br-pipeline-br-datacube-target\outputs\2026-08-29_session_064_far_gt_1.50.png","D:\Project\厚粲杯\08_算法\output\40_正式实验\2026-08-29_BR管线与极端距离审计_v1\figures\2026-08-29_session_064_far_gt_1.50.png","E030EA0C2CAE8872FD61CE47960CB6441A572A18456FA00EB3E9A8674B850964","E030EA0C2CAE8872FD61CE47960CB6441A572A18456FA00EB3E9A8674B850964","local_generated_output_not_auto_committed","source hash equals target hash; target retained after verified migration"
"2026-08-29","2026-08-29/c2-br-pipeline-br-datacube-target","2026-08-29_BR管线与极端距离审计_v1","BR pipeline 代码追踪、极端距离 target 前端审计和诊断图","figure","session_065_near_lt_0.30.png","2026-08-29_session_065_near_lt_0.30.png","2026-08-29T17:08:39.2004470+08:00","2026-08-29T18:24:21.9043286+08:00","C:\Users\550ACW\Documents\Codex\2026-08-29\c2-br-pipeline-br-datacube-target\outputs\2026-08-29_session_065_near_lt_0.30.png","D:\Project\厚粲杯\08_算法\output\40_正式实验\2026-08-29_BR管线与极端距离审计_v1\figures\2026-08-29_session_065_near_lt_0.30.png","D21458DFB165F40A158EEB65D8603350C0E196F61EC0C3A3F92B1237D0DC76E2","D21458DFB165F40A158EEB65D8603350C0E196F61EC0C3A3F92B1237D0DC76E2","local_generated_output_not_auto_committed","source hash equals target hash; target retained after verified migration"
"2026-08-29","2026-08-29/c2-br-pipeline-br-datacube-target","2026-08-29_BR管线与极端距离审计_v1","BR pipeline 代码追踪、极端距离 target 前端审计和诊断图","figure","session_068_far_gt_1.50.png","2026-08-29_session_068_far_gt_1.50.png","2026-08-29T17:09:07.6844305+08:00","2026-08-29T18:24:21.9213320+08:00","C:\Users\550ACW\Documents\Codex\2026-08-29\c2-br-pipeline-br-datacube-target\outputs\2026-08-29_session_068_far_gt_1.50.png","D:\Project\厚粲杯\08_算法\output\40_正式实验\2026-08-29_BR管线与极端距离审计_v1\figures\2026-08-29_session_068_far_gt_1.50.png","A54D911C4C331A04FE01A9EA8AE9F059E2FFF4E92A9F5A72C3DF8CDDA7C597E9","A54D911C4C331A04FE01A9EA8AE9F059E2FFF4E92A9F5A72C3DF8CDDA7C597E9","local_generated_output_not_auto_committed","source hash equals target hash; target retained after verified migration"
"2026-08-29","2026-08-29/c2-br-pipeline-br-datacube-target","2026-08-29_BR管线与极端距离审计_v1","BR pipeline 代码追踪、极端距离 target 前端审计和诊断图","figure","session_070_near_lt_0.30.png","2026-08-29_session_070_near_lt_0.30.png","2026-08-29T17:09:45.6994427+08:00","2026-08-29T18:24:21.9363282+08:00","C:\Users\550ACW\Documents\Codex\2026-08-29\c2-br-pipeline-br-datacube-target\outputs\2026-08-29_session_070_near_lt_0.30.png","D:\Project\厚粲杯\08_算法\output\40_正式实验\2026-08-29_BR管线与极端距离审计_v1\figures\2026-08-29_session_070_near_lt_0.30.png","E4DC67FF1EDE442241DC2090781069863C4EDD4B7C5470279832B17CE3ABECCC","E4DC67FF1EDE442241DC2090781069863C4EDD4B7C5470279832B17CE3ABECCC","local_generated_output_not_auto_committed","source hash equals target hash; target retained after verified migration"
"2026-08-29","2026-08-29/c2-br-pipeline-br-datacube-target","2026-08-29_BR管线与极端距离审计_v1","BR pipeline 代码追踪、极端距离 target 前端审计和诊断图","figure","session_073_far_gt_1.50.png","2026-08-29_session_073_far_gt_1.50.png","2026-08-29T17:10:27.6276377+08:00","2026-08-29T18:24:21.9503311+08:00","C:\Users\550ACW\Documents\Codex\2026-08-29\c2-br-pipeline-br-datacube-target\outputs\2026-08-29_session_073_far_gt_1.50.png","D:\Project\厚粲杯\08_算法\output\40_正式实验\2026-08-29_BR管线与极端距离审计_v1\figures\2026-08-29_session_073_far_gt_1.50.png","475C81D80D67D77020BAB73CC2E3B0D771922EAD931C5967F3DF52C8BD129D5D","475C81D80D67D77020BAB73CC2E3B0D771922EAD931C5967F3DF52C8BD129D5D","local_generated_output_not_auto_committed","source hash equals target hash; target retained after verified migration"
"2026-08-29","2026-08-29/c2-br-pipeline-br-datacube-target","2026-08-29_BR管线与极端距离审计_v1","BR pipeline 代码追踪、极端距离 target 前端审计和诊断图","figure","session_074_near_lt_0.30.png","2026-08-29_session_074_near_lt_0.30.png","2026-08-29T17:10:56.1619787+08:00","2026-08-29T18:24:21.9653309+08:00","C:\Users\550ACW\Documents\Codex\2026-08-29\c2-br-pipeline-br-datacube-target\outputs\2026-08-29_session_074_near_lt_0.30.png","D:\Project\厚粲杯\08_算法\output\40_正式实验\2026-08-29_BR管线与极端距离审计_v1\figures\2026-08-29_session_074_near_lt_0.30.png","363F93AE3A6961FBE62D50EE80E1DE96051F23C3BF6DA5E0B35C6D4EBC70F348","363F93AE3A6961FBE62D50EE80E1DE96051F23C3BF6DA5E0B35C6D4EBC70F348","local_generated_output_not_auto_committed","source hash equals target hash; target retained after verified migration"
"2026-08-29","2026-08-29/c2-br-pipeline-br-datacube-target","2026-08-29_BR管线与极端距离审计_v1","BR pipeline 代码追踪、极端距离 target 前端审计和诊断图","figure","session_075_far_gt_1.50.png","2026-08-29_session_075_far_gt_1.50.png","2026-08-29T17:11:26.0485287+08:00","2026-08-29T18:24:21.9803308+08:00","C:\Users\550ACW\Documents\Codex\2026-08-29\c2-br-pipeline-br-datacube-target\outputs\2026-08-29_session_075_far_gt_1.50.png","D:\Project\厚粲杯\08_算法\output\40_正式实验\2026-08-29_BR管线与极端距离审计_v1\figures\2026-08-29_session_075_far_gt_1.50.png","42F1B21A5239DD358470BAD8AA2F567AEE351B790777A9960E4EE2AF43C8D6DB","42F1B21A5239DD358470BAD8AA2F567AEE351B790777A9960E4EE2AF43C8D6DB","local_generated_output_not_auto_committed","source hash equals target hash; target retained after verified migration"
"2026-08-29","2026-08-29/c2-br-pipeline-br-datacube-target","2026-08-29_BR管线与极端距离审计_v1","BR pipeline 代码追踪、极端距离 target 前端审计和诊断图","figure","session_076_reference_0.30_0.60.png","2026-08-29_session_076_reference_0.30_0.60.png","2026-08-29T17:11:52.4883659+08:00","2026-08-29T18:24:21.9963288+08:00","C:\Users\550ACW\Documents\Codex\2026-08-29\c2-br-pipeline-br-datacube-target\outputs\2026-08-29_session_076_reference_0.30_0.60.png","D:\Project\厚粲杯\08_算法\output\40_正式实验\2026-08-29_BR管线与极端距离审计_v1\figures\2026-08-29_session_076_reference_0.30_0.60.png","567AEC1D00F5E74DC2CF74CEE4C38F847CF346B366002F54B8A093E92EDC7AD0","567AEC1D00F5E74DC2CF74CEE4C38F847CF346B366002F54B8A093E92EDC7AD0","local_generated_output_not_auto_committed","source hash equals target hash; target retained after verified migration"
"2026-08-29","2026-08-29/c2-br-pipeline-br-datacube-target","2026-08-29_BR管线与极端距离审计_v1","BR pipeline 代码追踪、极端距离 target 前端审计和诊断图","figure","session_077_near_lt_0.30.png","2026-08-29_session_077_near_lt_0.30.png","2026-08-29T17:12:19.5925477+08:00","2026-08-29T18:24:22.0123307+08:00","C:\Users\550ACW\Documents\Codex\2026-08-29\c2-br-pipeline-br-datacube-target\outputs\2026-08-29_session_077_near_lt_0.30.png","D:\Project\厚粲杯\08_算法\output\40_正式实验\2026-08-29_BR管线与极端距离审计_v1\figures\2026-08-29_session_077_near_lt_0.30.png","FA726F3000D4F6DCAD77C98E21C7B2A088CEFF3C1FFBB44905A306DA88F4E2C6","FA726F3000D4F6DCAD77C98E21C7B2A088CEFF3C1FFBB44905A306DA88F4E2C6","local_generated_output_not_auto_committed","source hash equals target hash; target retained after verified migration"
